P04_106,115
P04_107,939
P04_108,100
P04_109,539
P04_10,105
P04_110,403
P04_111,68
P04_112,257
P04_113,516
P04_114,83
P04_115,132
P04_116,222
P04_117,167
P04_118,54
P04_119,289
P04_11,24
P04_120,375
P04_121,716
P04_12,15
P04_13,40
P04_14,8
P04_15,0
P04_16,42
P04_17,21
P04_18,25
P04_19,4
P04_20,12
P04_21,23
P04_22,21
P04_23,92
P05_01,48
P05_02,55
P05_03,162
P05_04,59
P05_05,29
P05_06,37
P05_08,138
P06_01,22
P06_02,5
P06_03,127
P06_05,223
P06_07,255
P06_08,5
P06_09,177
P06_101,422
P06_102,129
P06_103,176
P06_104,36
P06_105,28
P06_106,52
P06_107,63
P06_108,170
P06_109,9
P06_110,14
P06_113,121
P07_01,14
P07_02,14
P07_03,30
P07_04,153
P07_05,33
P07_06,28
P07_07,52
P07_08,24
P07_09,45
P07_101,80
P07_102,59
P07_103,17
P07_106,4
P07_107,60
P07_10,329
P07_110,84
P07_111,51
P07_112,19
P07_113,170
P07_114,43
P07_115,65
P07_116,30
P07_117,130
P07_11,27
P08_01,155
P08_02,33
P08_03,33
P08_04,65
P08_05,371
P08_06,121
P08_07,8
P08_08,35
P08_11,50
P08_12,7
P08_13,3
P08_18,116
P08_19,25
P08_20,39
P08_21,341
P08_22,36
P08_23,296
P08_24,118
P08_25,6
P08_26,103
P08_27,40
P08_28,14
P09_01,2
P09_02,67
P09_03,33
P09_04,18
P09_05,49
P09_06,68
P09_103,43
P09_104,84
P09_105,35
P09_106,26
P10_01,124
P10_02,151
P10_04,511
P11_01,75
P11_02,21
P11_03,50
P11_04,117
P11_05,411
P11_06,15
P11_07,11
P11_08,29
P11_09,41
P11_101,40
P11_102,79
P11_103,73
P11_104,198
P11_105,83
P11_107,31
P11_109,120
P11_10,5
P11_11,24
P11_12,15
P11_13,23
P11_14,10
P11_15,112
P11_16,85
P12_01,66
P12_02,190
P12_04,114
P12_05,4
P12_06,27
P12_07,38
P12_101,501
P12_103,137
P12_104,292
P12_105,71
P13_04,46
P13_05,35
P13_06,21
P13_07,24
P13_08,185
P13_09,56
P13_10,28
P14_01,16
P14_02,7
P14_03,1
P14_04,21
P14_05,13
P14_07,11
P14_09,35
P15_01,8
P15_02,61
P15_03,42
P15_07,11
P15_08,88
P15_09,23
P15_10,20
P15_11,2
P15_12,4
P15_13,76
P16_01,80
P16_02,7
P16_03,13
P17_01,15
P17_03,28
P17_04,44
P19_01,84
P19_02,4
P19_03,24
P19_04,92
P20_01,355
P20_02,115
P20_03,57
P20_04,394
P21_01,97
P21_03,75
P21_04,72
P22_05,491
P22_06,188
P22_07,741
P22_08,384
P22_09,190
P22_101,163
P22_102,138
P22_103,400
P22_104,195
P22_105,16
P22_106,311
P22_107,241
P22_108,104
P22_109,816
P22_10,428
P22_110,211
P22_111,671
P22_112,171
P22_113,326
P22_115,247
P22_116,222
P22_117,438
P22_11,195
P22_12,288
P22_13,245
P22_14,290
P22_15,279
P22_16,527
P22_17,564
P23_01,13
P23_02,204
P23_03,43
P23_04,189
P23_101,352
P23_102,629
P24_01,95
P24_02,155
P24_03,119
P24_04,121
P24_05,313
P24_06,102
P24_07,187
P24_08,360
P25_01,15
P25_02,32
P25_03,14
P25_04,64
P25_05,151
P25_09,118
P25_101,126
P25_102,131
P25_103,111
P25_104,262
P25_106,300
P25_107,509
P25_10,38
P25_11,55
P25_12,16
P26_01,24
P26_02,93
P26_03,57
P26_04,38
P26_05,10
P26_06,6
P26_07,4
P26_08,9
P26_09,25
P26_101,23
P26_102,34
P26_103,156
P26_104,170
P26_105,170
P26_106,21
P26_107,27
P26_108,35
P26_109,6
P26_10,31
P26_110,85
P26_111,40
P26_112,124
P26_113,16
P26_114,12
P26_115,66
P26_116,66
P26_117,131
P26_118,96
P26_119,146
P26_11,23
P26_124,215
P26_12,5
P26_13,26
P26_14,1
P26_15,7
P26_16,12
P26_17,11
P26_18,44
P26_19,90
P26_20,7
P26_21,88
P26_22,21
P26_23,13
P26_24,8
P26_25,2
P26_26,9
P26_27,0
P26_28,30
P26_29,12
P27_01,41
P27_02,13
P27_03,17
P27_04,49
P27_06,91
P27_07,91
P27_101,472
P27_103,667
P27_104,349
P27_105,295
P28_01,89
P28_02,155
P28_03,153
P28_04,89
P28_05,75
P28_06,149
P28_07,15
P28_08,85
P28_09,130
P28_101,119
P28_102,58
P28_103,294
P28_104,206
P28_105,119
P28_106,45
P28_107,6
P28_108,66
P28_109,55
P28_10,20
P28_110,33
P28_111,235
P28_112,117
P28_113,149
P28_11,56
P28_12,6
P28_13,33
P28_14,84
P29_01,342
P29_02,68
P29_03,527
P29_04,55
P30_01,29
P30_02,45
P30_03,145
P30_04,175
P30_05,754
P30_06,143
P30_101,283
P30_103,85
P30_104,139
P30_107,925
P30_108,218
P30_109,196
P30_10,254
P30_110,122
P30_111,634
P30_112,48
P30_113,143
P30_114,38
P30_11,112
P31_01,63
P31_02,16
P31_03,23
P31_04,9
P31_05,54
P31_06,25
P31_07,28
P31_08,89
P31_09,33
P31_13,63
P31_14,25
P35_101,93
P35_103,239
P35_104,780
P35_105,429
P35_107,343
P35_108,659
P35_109,282
P37_101,377
P37_102,149
P37_103,73
